wxDVFileHeaderVer.1
base (2) - Energy Use| Total,base (2) - Energy Use| Net,base (2) - Fuel Use| Electricity: Total,base (2) - Fuel Use| Electricity: Net,base (2) - Fuel Use| Natural Gas: Total,base (2) - End Use| Electricity: Heating,base (2) - End Use| Electricity: Heating Fans/Pumps,base (2) - End Use| Electricity: Heating Heat Pump Backup,base (2) - End Use| Electricity: Heating Heat Pump Backup Fans/Pumps,base (2) - End Use| Electricity: Cooling,base (2) - End Use| Electricity: Cooling Fans/Pumps,base (2) - End Use| Electricity: Lighting Interior,base (2) - End Use| Electricity: Lighting Garage,base (2) - End Use| Electricity: Lighting Exterior,base (2) - End Use| Electricity: Mech Vent,base (2) - End Use| Electricity: Refrigerator,base (2) - End Use| Electricity: Dishwasher,base (2) - End Use| Electricity: Clothes Washer,base (2) - End Use| Electricity: Clothes Dryer,base (2) - End Use| Electricity: Range/Oven,base (2) - End Use| Electricity: Television,base (2) - End Use| Electricity: Plug Loads,base (2) - End Use| Electricity: Battery,base (2) - End Use| Natural Gas: Hot Water,base (2) - Emissions| CO2e: BEopt: Total,base (2) - Emissions| CO2e: BEopt: Net,base (2) - Emissions| CO2e: BEopt: Electricity: Total,base (2) - Emissions| CO2e: BEopt: Electricity: Net,base (2) - Emissions| CO2e: BEopt: Natural Gas: Total,base (2) - Emissions| CO2e: BEopt: Electricity: Heating,base (2) - Emissions| CO2e: BEopt: Electricity: Heating Fans/Pumps,base (2) - Emissions| CO2e: BEopt: Electricity: Heating Heat Pump Backup,base (2) - Emissions| CO2e: BEopt: Electricity: Heating Heat Pump Backup Fans/Pumps,base (2) - Emissions| CO2e: BEopt: Electricity: Cooling,base (2) - Emissions| CO2e: BEopt: Electricity: Cooling Fans/Pumps,base (2) - Emissions| CO2e: BEopt: Electricity: Lighting Interior,base (2) - Emissions| CO2e: BEopt: Electricity: Lighting Garage,base (2) - Emissions| CO2e: BEopt: Electricity: Lighting Exterior,base (2) - Emissions| CO2e: BEopt: Electricity: Mech Vent,base (2) - Emissions| CO2e: BEopt: Electricity: Refrigerator,base (2) - Emissions| CO2e: BEopt: Electricity: Dishwasher,base (2) - Emissions| CO2e: BEopt: Electricity: Clothes Washer,base (2) - Emissions| CO2e: BEopt: Electricity: Clothes Dryer,base (2) - Emissions| CO2e: BEopt: Electricity: Range/Oven,base (2) - Emissions| CO2e: BEopt: Electricity: Television,base (2) - Emissions| CO2e: BEopt: Electricity: Plug Loads,base (2) - Emissions| CO2e: BEopt: Electricity: Battery,base (2) - Emissions| CO2e: BEopt: Natural Gas: Hot Water,base (2) - Hot Water| Clothes Washer,base (2) - Hot Water| Dishwasher,base (2) - Hot Water| Fixtures,base (2) - Hot Water| Distribution Waste,base (2) - Load| Heating: Delivered,base (2) - Load| Heating: Heat Pump Backup,base (2) - Load| Cooling: Delivered,base (2) - Load| Hot Water: Delivered,base (2) - Load| Hot Water: Tank Losses,base (2) - Component Load| Heating: Roofs,base (2) - Component Load| Heating: Ceilings,base (2) - Component Load| Heating: Walls,base (2) - Component Load| Heating: Doors,base (2) - Component Load| Heating: Windows Conduction,base (2) - Component Load| Heating: Windows Solar,base (2) - Component Load| Heating: Floors,base (2) - Component Load| Heating: Internal Mass,base (2) - Component Load| Heating: Infiltration,base (2) - Component Load| Heating: Mechanical Ventilation,base (2) - Component Load| Heating: Ducts,base (2) - Component Load| Heating: Internal Gains,base (2) - Component Load| Heating: Lighting,base (2) - Component Load| Cooling: Roofs,base (2) - Component Load| Cooling: Ceilings,base (2) - Component Load| Cooling: Walls,base (2) - Component Load| Cooling: Doors,base (2) - Component Load| Cooling: Windows Conduction,base (2) - Component Load| Cooling: Windows Solar,base (2) - Component Load| Cooling: Floors,base (2) - Component Load| Cooling: Internal Mass,base (2) - Component Load| Cooling: Infiltration,base (2) - Component Load| Cooling: Natural Ventilation,base (2) - Component Load| Cooling: Mechanical Ventilation,base (2) - Component Load| Cooling: Ducts,base (2) - Component Load| Cooling: Internal Gains,base (2) - Component Load| Cooling: Lighting,base (2) - Unmet Hours| Heating,base (2) - Unmet Hours| Cooling,base (2) - Unmet Hours| EV Driving,base (2) - Temperature| Garage,base (2) - Temperature| Conditioned Space,base (2) - Temperature| Basement - Unconditioned,base (2) - Temperature| Attic - Vented,base (2) - Temperature| Crawlspace - Unvented,base (2) - Temperature| Heating Setpoint,base (2) - Temperature| Cooling Setpoint,base (2) - Airflow| Infiltration,base (2) - Airflow| Mechanical Ventilation,base (2) - Airflow| Natural Ventilation,base (2) - Weather| Drybulb Temperature,base (2) - Weather| Wetbulb Temperature,base (2) - Weather| Relative Humidity,base (2) - Weather| Wind Speed,base (2) - Weather| Diffuse Solar Radiation,base (2) - Weather| Direct Solar Radiation,base (2) - Resilience| Battery
5.727,5.727,1.252,1.252,1.456,0.0,0.0,0.0,0.0,0.606,0.189,0.075,0.006,0.016,0.032,0.053,0.006,0.002,0.036,0.012,0.05,0.169,0.0,1.456,1.13034,1.13034,0.96003,0.96003,0.17031,0.0,0.0,0.0,0.0,0.4646,0.14474,0.05717,0.00481,0.01241,0.02418,0.04094,0.00487,0.00139,0.02725,0.00925,0.03854,0.12989,0.0,0.17031,0.041,0.068,0.537,0.184,0.0,0.0,9.786,0.318,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.757,0.3,3.042,-0.004,-0.361,-0.001,1.213,1.007,-0.0,0.0,-0.008,1.484,1.107,0.254,0.0,0.0,0.0,87.577,76.0,76.651,82.804,85.229,71.0,76.0,2.074,92.499,0.0,75.92,67.889,67.0,5.816,0.0,0.0,0.0
3.585,3.585,1.051,1.051,0.0,0.0,0.0,0.0,0.0,0.501,0.159,0.05,0.004,0.014,0.032,0.052,0.003,0.001,0.015,0.008,0.049,0.165,0.0,0.0,0.80588,0.80588,0.80588,0.80588,0.0,0.0,0.0,0.0,0.0,0.3843,0.12187,0.03811,0.00284,0.01056,0.02418,0.03994,0.00236,0.00074,0.01135,0.00589,0.03747,0.12628,0.0,0.0,0.022,0.033,0.279,0.096,0.0,0.0,8.203,0.166,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.376,0.256,2.283,-0.012,-0.38,-0.0,1.243,1.042,-0.002,0.0,-0.091,1.237,1.086,0.17,0.0,0.0,0.0,86.301,76.0,76.889,80.227,85.122,71.0,76.0,2.08,91.097,0.0,75.02,67.604,69.0,5.816,0.0,0.0,0.0
3.073,3.073,0.901,0.901,0.0,0.0,0.0,0.0,0.0,0.409,0.132,0.041,0.003,0.013,0.032,0.051,0.001,0.001,0.009,0.008,0.046,0.155,0.0,0.0,0.69083,0.69083,0.69083,0.69083,0.0,0.0,0.0,0.0,0.0,0.31346,0.10161,0.03176,0.00234,0.00977,0.02418,0.03894,0.0011,0.00057,0.00681,0.00589,0.03533,0.11906,0.0,0.0,0.017,0.015,0.126,0.043,0.0,0.0,6.819,0.078,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046,0.214,1.668,-0.017,-0.468,-0.0,1.273,1.065,-0.003,0.0,-0.192,1.051,1.045,0.141,0.0,0.0,0.0,85.279,76.0,77.137,78.102,85.016,71.0,76.0,1.535,90.696,0.0,73.94,66.63,69.0,3.355,0.0,0.0,0.0
21.638,21.638,6.342,6.342,0.0,0.0,0.0,0.0,0.0,0.332,0.11,0.041,0.002,0.013,0.032,0.049,0.001,0.0,0.006,0.004,0.045,0.151,5.555,0.0,4.86402,4.86402,4.86402,4.86402,0.0,0.0,0.0,0.0,0.0,0.2549,0.0842,0.03176,0.00185,0.00977,0.02418,0.03794,0.00079,0.00033,0.00454,0.00336,0.03426,0.11545,4.26069,0.0,0.01,0.011,0.076,0.026,0.0,0.0,5.633,0.048,0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.759,0.174,1.157,-0.022,-0.541,-0.0,1.297,1.055,-0.005,0.0,-0.275,0.886,1.012,0.141,0.0,0.0,0.0,84.402,76.0,77.372,76.144,84.914,71.0,76.0,1.728,90.496,0.0,73.04,67.06,74.0,3.355,0.0,0.0,6.0
18.205,18.205,5.335,5.335,0.0,0.0,0.0,0.0,0.0,0.265,0.089,0.041,0.003,0.012,0.032,0.048,0.001,0.0,0.003,0.004,0.043,0.146,4.648,0.0,4.09225,4.09225,4.09225,4.09225,0.0,0.0,0.0,0.0,0.0,0.20294,0.06862,0.03176,0.0021,0.00924,0.02418,0.03694,0.00047,0.00033,0.00227,0.00336,0.03319,0.11185,3.565,0.0,0.01,0.007,0.128,0.044,0.0,0.0,4.58,0.072,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515,0.137,0.728,-0.026,-0.592,-0.0,1.316,1.032,-0.01,0.0,-0.376,0.741,0.978,0.141,0.0,0.0,0.0,84.11,76.0,77.589,74.372,84.809,71.0,76.0,2.342,90.295,0.0,71.96,66.546,76.0,4.698,0.0,0.0,9.0
4.186,4.186,0.801,0.801,1.452,0.0,0.0,0.0,0.0,0.21,0.072,0.046,0.003,0.012,0.032,0.047,0.001,0.001,0.006,0.008,0.045,0.151,0.17,1.452,0.78444,0.78444,0.6146,0.6146,0.16984,0.0,0.0,0.0,0.0,0.16094,0.05551,0.03494,0.00259,0.00924,0.02418,0.03594,0.00047,0.00057,0.00454,0.00589,0.03426,0.11545,0.13007,0.16984,0.017,0.007,0.355,0.122,0.0,0.0,3.693,0.194,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,0.103,0.363,-0.029,-0.655,-0.0,1.327,0.996,-0.012,0.0,-0.461,0.61,0.996,0.155,0.0,0.0,0.0,83.752,76.0,77.794,72.855,84.682,71.0,76.0,2.295,90.496,0.0,71.06,66.414,79.0,3.355,0.0,0.0,8.0
3.573,3.573,0.616,0.616,1.472,0.0,0.0,0.0,0.0,0.161,0.058,0.075,0.005,0.013,0.032,0.047,0.002,0.001,0.009,0.012,0.046,0.155,0.0,1.472,0.64451,0.64451,0.47226,0.47226,0.17225,0.0,0.0,0.0,0.0,0.12344,0.04448,0.05717,0.00382,0.0103,0.02418,0.03594,0.00157,0.0009,0.00681,0.00925,0.03533,0.11906,0.0,0.17225,0.027,0.022,1.328,0.457,0.0,0.0,2.957,0.704,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.072,0.041,-0.032,-0.784,-0.001,1.331,0.938,-0.022,0.0,-0.65,0.497,1.2,0.254,0.0,0.0,0.0,82.79,76.0,77.981,71.307,84.537,71.0,76.0,3.042,90.696,0.0,69.08,65.675,84.0,3.355,0.0,0.0,8.0
3.927,3.927,0.708,0.708,1.51,0.0,0.0,0.0,0.0,0.146,0.052,0.124,0.007,0.015,0.032,0.049,0.004,0.002,0.024,0.027,0.052,0.174,0.0,1.51,0.72007,0.72007,0.54339,0.54339,0.17668,0.0,0.0,0.0,0.0,0.11173,0.04023,0.09528,0.00518,0.01162,0.02418,0.03794,0.00314,0.0018,0.01817,0.02102,0.03961,0.13349,0.0,0.17668,0.053,0.044,2.994,1.029,0.0,0.0,2.659,1.593,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.068,0.039,-0.286,-0.037,-0.77,-0.001,1.319,0.817,-0.024,0.0,-0.658,0.402,1.505,0.424,0.0,0.0,0.0,81.77,76.0,78.158,70.083,84.399,71.0,76.0,3.24,91.698,0.0,69.08,66.333,87.0,4.698,0.0,0.0,7.0
5.807,5.807,0.815,0.815,3.024,0.0,0.0,0.0,0.0,0.142,0.05,0.157,0.007,0.014,0.032,0.052,0.006,0.005,0.047,0.046,0.059,0.198,0.0,3.024,0.97932,0.97932,0.62546,0.62546,0.35386,0.0,0.0,0.0,0.0,0.10919,0.03855,0.12069,0.00505,0.01082,0.02418,0.03994,0.00487,0.00401,0.03633,0.03532,0.04497,0.15153,0.0,0.35386,0.119,0.068,2.99,1.028,0.0,0.0,2.527,1.614,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.281,-0.001,-0.64,-0.035,-0.482,0.386,1.258,0.563,-0.016,0.0,-0.582,0.364,1.458,0.537,0.0,0.0,0.0,81.387,76.0,78.307,70.015,84.281,71.0,76.0,2.514,93.301,0.0,69.98,67.2,87.0,3.355,8.242,45.648,6.0
4.605,4.605,0.91,0.91,1.501,0.0,0.0,0.0,0.0,0.177,0.058,0.17,0.005,0.011,0.032,0.053,0.012,0.008,0.071,0.05,0.06,0.202,0.0,1.501,0.8734,0.8734,0.69784,0.69784,0.17556,0.0,0.0,0.0,0.0,0.13591,0.04477,0.13021,0.00419,0.00818,0.02418,0.04094,0.00911,0.00597,0.0545,0.03868,0.04604,0.15514,0.0,0.17556,0.177,0.127,2.409,0.828,0.0,0.0,2.895,1.37,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.494,-0.042,-0.89,-0.021,0.039,0.998,1.162,0.224,-0.005,0.0,-0.289,0.348,1.285,0.579,0.0,0.0,0.0,82.149,76.0,78.435,72.506,84.206,71.0,76.0,1.606,94.904,0.0,73.04,69.452,84.0,4.698,17.752,167.375,6.0
5.001,5.001,1.029,1.029,1.49,0.0,0.0,0.0,0.0,0.248,0.075,0.17,0.005,0.009,0.032,0.053,0.013,0.009,0.101,0.053,0.06,0.202,0.0,1.49,0.96351,0.96351,0.78921,0.78921,0.1743,0.0,0.0,0.0,0.0,0.18995,0.05776,0.13021,0.00358,0.0066,0.02418,0.04094,0.01021,0.00703,0.07721,0.04036,0.04604,0.15514,0.0,0.1743,0.209,0.142,1.882,0.647,0.0,0.0,3.678,1.111,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.613,-0.07,-0.812,-0.002,0.503,1.371,1.098,-0.077,0.0,0.0,0.099,0.402,1.199,0.579,0.0,0.0,0.0,84.536,76.0,78.521,79.147,84.192,71.0,76.0,0.479,96.908,0.0,77.0,70.709,74.0,0.0,26.311,223.167,5.0
5.437,5.437,1.159,1.159,1.481,0.0,0.0,0.0,0.0,0.356,0.101,0.161,0.004,0.008,0.032,0.052,0.011,0.009,0.115,0.046,0.06,0.202,0.0,1.481,1.06241,1.06241,0.88911,0.88911,0.1733,0.0,0.0,0.0,0.0,0.27334,0.0774,0.12386,0.00333,0.00634,0.02418,0.03994,0.00879,0.00687,0.08857,0.03532,0.04604,0.15514,0.0,0.1733,0.204,0.123,1.528,0.525,0.0,0.0,4.86,0.917,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.559,-0.081,-0.298,0.018,0.88,1.473,1.048,-0.379,0.011,0.0,0.492,0.512,1.191,0.551,0.0,0.0,0.0,88.064,76.0,78.543,88.332,84.24,71.0,76.0,2.114,97.91,0.0,80.96,71.257,63.0,3.355,33.285,252.965,5.0
6.31,6.31,1.418,1.418,1.473,0.0,0.0,0.0,0.0,0.564,0.144,0.153,0.004,0.008,0.032,0.052,0.01,0.008,0.12,0.055,0.061,0.207,0.0,1.473,1.25966,1.25966,1.08735,1.08735,0.17231,0.0,0.0,0.0,0.0,0.43251,0.11025,0.11751,0.00308,0.00634,0.02418,0.03994,0.00754,0.00613,0.09197,0.04204,0.04711,0.15875,0.0,0.17231,0.182,0.105,1.201,0.413,0.0,0.0,6.81,0.73,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.306,-0.076,0.539,0.038,1.347,1.482,0.981,-0.77,0.053,0.0,1.092,0.677,1.228,0.523,0.0,0.0,0.0,91.601,76.0,78.496,97.408,84.356,71.0,76.0,4.746,98.21,0.0,87.08,73.048,52.0,3.355,42.795,260.89,4.0
5.489,5.489,1.609,1.609,0.0,0.0,0.0,0.0,0.0,0.718,0.181,0.149,0.003,0.009,0.032,0.055,0.008,0.007,0.11,0.062,0.063,0.212,0.0,0.0,1.23381,1.23381,1.23381,1.23381,0.0,0.0,0.0,0.0,0.0,0.55105,0.13845,0.11433,0.00259,0.00686,0.02418,0.04194,0.00644,0.00548,0.08402,0.04793,0.04818,0.16236,0.0,0.0,0.163,0.09,0.867,0.298,0.0,0.0,8.551,0.545,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159,-0.04,1.661,0.059,1.405,1.485,0.922,-1.058,0.068,0.0,1.171,0.944,1.267,0.509,0.0,0.0,0.0,93.952,76.0,78.315,103.854,84.5,71.0,76.0,5.612,97.509,0.0,87.98,72.035,47.0,4.698,42.795,272.619,4.0
7.668,7.668,1.819,1.819,1.461,0.0,0.0,0.0,0.0,0.91,0.225,0.145,0.003,0.01,0.032,0.055,0.009,0.006,0.099,0.05,0.063,0.212,0.0,1.461,1.56609,1.56609,1.39511,1.39511,0.17099,0.0,0.0,0.0,0.0,0.69786,0.17231,0.11116,0.00259,0.00766,0.02418,0.04194,0.00722,0.00491,0.07608,0.03868,0.04818,0.16236,0.0,0.17099,0.146,0.101,0.736,0.253,0.0,0.0,10.666,0.477,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.681,0.007,2.746,0.07,1.68,1.74,0.846,-1.386,0.119,0.0,1.264,1.17,1.233,0.495,0.0,0.0,0.0,94.891,76.0,78.046,106.712,84.663,71.0,76.0,9.021,96.807,0.0,89.06,72.912,47.0,10.29,80.201,213.023,3.0
6.877,6.877,2.016,2.016,0.0,0.0,0.0,0.0,0.0,1.07,0.264,0.153,0.003,0.011,0.032,0.055,0.007,0.005,0.084,0.062,0.061,0.207,0.0,0.0,1.54595,1.54595,1.54595,1.54595,0.0,0.0,0.0,0.0,0.0,0.82073,0.20265,0.11751,0.00259,0.00818,0.02418,0.04194,0.00565,0.00401,0.06472,0.04793,0.04711,0.15875,0.0,0.0,0.119,0.079,0.663,0.228,0.0,0.0,12.645,0.419,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.279,0.076,3.677,0.075,1.759,1.798,0.823,-1.455,0.137,0.0,1.251,1.434,1.266,0.523,0.0,0.0,0.0,94.909,76.0,77.721,107.416,84.866,71.0,76.0,10.415,95.806,0.0,89.06,72.172,45.0,11.632,80.518,205.732,3.0
9.028,9.028,2.219,2.219,1.459,0.0,0.0,0.0,0.0,1.215,0.3,0.17,0.004,0.012,0.032,0.053,0.008,0.006,0.09,0.048,0.064,0.216,0.0,1.459,1.87225,1.87225,1.7016,1.7016,0.17065,0.0,0.0,0.0,0.0,0.93199,0.23014,0.13021,0.00321,0.00924,0.02418,0.04094,0.00597,0.00425,0.06926,0.037,0.04925,0.16596,0.0,0.17065,0.126,0.083,0.636,0.219,0.0,0.0,14.49,0.41,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734,0.135,4.287,0.077,1.923,2.119,0.774,-1.494,0.114,0.0,1.259,1.666,1.323,0.579,0.0,0.0,0.0,94.71,76.002,77.387,107.639,85.089,71.0,76.0,8.654,96.206,0.0,89.06,70.666,41.0,9.171,84.956,162.937,3.0
-10.433,-10.433,-3.057,-3.057,0.0,0.0,0.0,0.0,0.0,1.358,0.335,0.207,0.005,0.015,0.032,0.057,0.008,0.005,0.081,0.101,0.067,0.226,-5.555,0.0,-2.3451,-2.3451,-2.3451,-2.3451,0.0,0.0,0.0,0.0,0.0,1.04155,0.25725,0.1588,0.00382,0.01162,0.02418,0.04393,0.00597,0.00409,0.06245,0.07736,0.05139,0.17318,-4.26068,0.0,0.121,0.083,0.765,0.263,0.0,0.0,16.374,0.474,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.023,0.182,4.732,0.077,2.053,2.573,0.684,-1.51,0.127,0.0,1.25,1.871,1.594,0.706,0.0,0.0,0.0,94.61,76.002,77.077,107.265,85.277,71.0,76.0,9.654,95.605,0.0,89.06,70.666,41.0,10.29,51.671,222.216,1.0
-3.599,-3.599,-1.484,-1.484,1.466,0.0,0.0,0.0,0.0,1.403,0.353,0.269,0.007,0.019,0.032,0.062,0.01,0.005,0.08,0.164,0.073,0.245,-4.206,1.466,-0.96696,-0.96696,-1.13853,-1.13853,0.17157,0.0,0.0,0.0,0.0,1.07575,0.27042,0.20644,0.00542,0.01478,0.02418,0.04793,0.00769,0.00401,0.06131,0.12613,0.05567,0.18761,-3.22588,0.17157,0.119,0.107,0.99,0.34,0.0,0.0,17.437,0.602,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.298,0.24,5.236,0.071,1.658,2.087,0.774,-1.142,0.14,0.0,1.148,2.074,1.926,0.918,0.0,0.0,0.0,94.973,76.001,76.783,104.966,85.418,71.0,76.0,11.622,95.505,0.0,87.98,70.199,42.0,12.751,67.838,111.583,0.0
11.43,11.43,2.919,2.919,1.469,0.0,0.0,0.0,0.0,1.359,0.353,0.356,0.014,0.022,0.032,0.065,0.018,0.005,0.076,0.128,0.074,0.249,0.169,1.469,2.41104,2.41104,2.23915,2.23915,0.17189,0.0,0.0,0.0,0.0,1.04253,0.27066,0.27313,0.01036,0.0169,0.02418,0.04992,0.01366,0.00401,0.05791,0.09838,0.05674,0.19122,0.12956,0.17189,0.119,0.19,1.075,0.369,0.0,0.0,17.683,0.672,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.445,0.281,5.443,0.063,1.291,1.725,0.802,-0.805,0.111,0.0,0.956,2.173,1.976,1.215,0.0,0.0,0.0,94.991,76.001,76.535,101.379,85.515,71.0,76.0,10.977,95.204,0.0,86.0,71.459,50.0,12.751,44.697,96.367,0.0
8.917,8.917,2.613,2.613,0.0,0.0,0.0,0.0,0.0,1.236,0.332,0.435,0.019,0.023,0.032,0.062,0.023,0.005,0.076,0.066,0.07,0.235,0.0,0.0,2.00441,2.00441,2.00441,2.00441,0.0,0.0,0.0,0.0,0.0,0.94805,0.25467,0.33348,0.01442,0.01795,0.02418,0.04793,0.01743,0.00401,0.05791,0.05045,0.05353,0.1804,0.0,0.0,0.119,0.243,1.07,0.368,0.0,0.0,16.777,0.693,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.581,0.331,5.466,0.05,0.568,0.58,0.969,-0.139,0.074,0.0,0.771,2.177,1.861,1.484,0.0,0.0,0.0,93.899,76.001,76.368,97.137,85.565,71.0,76.0,9.123,95.204,0.0,84.02,70.16,51.0,11.632,15.216,26.628,0.0
9.529,9.529,2.362,2.362,1.47,0.0,0.0,0.0,0.0,1.049,0.297,0.455,0.018,0.024,0.032,0.061,0.018,0.005,0.077,0.038,0.066,0.221,0.0,1.47,1.9836,1.9836,1.81165,1.81165,0.17195,0.0,0.0,0.0,0.0,0.80422,0.22805,0.34936,0.01393,0.01848,0.02418,0.04693,0.01413,0.00401,0.05904,0.02943,0.05032,0.16957,0.0,0.17195,0.119,0.197,1.064,0.366,0.0,0.0,15.128,0.676,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.501,0.345,5.037,0.033,0.019,-0.004,1.059,0.291,0.03,0.0,0.48,2.055,1.728,1.554,0.0,0.0,0.0,92.214,76.002,76.314,92.471,85.557,71.0,76.0,5.859,95.305,0.0,80.96,69.172,56.0,9.171,0.0,0.0,0.0
8.323,8.323,2.009,2.009,1.468,0.0,0.0,0.0,0.0,0.891,0.261,0.327,0.015,0.022,0.032,0.06,0.014,0.005,0.08,0.027,0.063,0.212,0.0,1.468,1.71256,1.71256,1.54077,1.54077,0.17179,0.0,0.0,0.0,0.0,0.68302,0.20051,0.2509,0.01183,0.01716,0.02418,0.04593,0.01052,0.00384,0.06131,0.02102,0.04818,0.16236,0.0,0.17179,0.114,0.147,1.046,0.36,0.0,0.0,13.332,0.641,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.266,0.334,4.291,0.014,-0.116,-0.003,1.113,0.562,0.013,0.0,0.289,1.857,1.581,1.116,0.0,0.0,0.0,90.459,76.0,76.377,88.29,85.501,71.0,76.0,4.275,95.505,0.0,78.98,71.187,69.0,8.053,0.0,0.0,0.0
5.347,5.347,1.567,1.567,0.0,0.0,0.0,0.0,0.0,0.724,0.22,0.166,0.01,0.019,0.032,0.057,0.009,0.003,0.065,0.018,0.056,0.188,0.0,0.0,1.20193,1.20193,1.20193,1.20193,0.0,0.0,0.0,0.0,0.0,0.55509,0.16905,0.12704,0.00777,0.01478,0.02418,0.04393,0.00691,0.00262,0.04996,0.01345,0.04282,0.14432,0.0,0.0,0.078,0.096,0.738,0.254,0.0,0.0,11.251,0.449,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.317,3.512,0.002,-0.268,-0.002,1.189,0.862,0.004,0.0,0.096,1.649,1.347,0.565,0.0,0.0,0.0,88.852,76.0,76.52,84.737,85.415,71.0,76.0,3.565,94.503,0.0,77.0,71.987,79.0,8.053,0.0,0.0,0.0
5.585,5.585,1.21,1.21,1.456,0.0,0.0,0.0,0.0,0.572,0.181,0.075,0.006,0.016,0.032,0.053,0.006,0.002,0.036,0.012,0.05,0.169,0.0,1.456,1.09841,1.09841,0.92808,0.92808,0.17033,0.0,0.0,0.0,0.0,0.43857,0.13883,0.05717,0.00481,0.01241,0.02418,0.04094,0.00487,0.00139,0.02725,0.00925,0.03854,0.12989,0.0,0.17033,0.041,0.068,0.537,0.184,0.0,0.0,9.228,0.319,0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.637,0.284,2.754,-0.007,-0.388,-0.001,1.243,1.033,-0.004,0.0,-0.093,1.408,1.107,0.254,0.0,0.0,0.0,87.411,76.0,76.721,81.684,85.313,71.0,76.0,3.404,92.499,0.0,75.02,70.861,82.0,8.053,0.0,0.0,0.0
3.378,3.378,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.451,0.149,0.05,0.004,0.014,0.032,0.052,0.003,0.001,0.015,0.008,0.049,0.165,0.0,0.0,0.75937,0.75937,0.75937,0.75937,0.0,0.0,0.0,0.0,0.0,0.34568,0.11398,0.03811,0.00284,0.01056,0.02418,0.03994,0.00236,0.00074,0.01135,0.00589,0.03747,0.12628,0.0,0.0,0.022,0.033,0.279,0.096,0.0,0.0,7.553,0.166,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.286,0.243,2.065,-0.015,-0.522,-0.0,1.277,1.085,-0.01,0.0,-0.278,1.171,1.086,0.17,0.0,0.0,0.0,86.16,76.0,76.96,79.011,85.2,71.0,76.0,3.17,91.097,0.0,73.04,68.986,82.0,6.935,0.0,0.0,0.0
